,logFC,logCPM,LR,PValue,FDR,Domain,Phylum,Class,Order,Family,Genus,Species,threshold
ASV000906,-4.53527947507334,7.98863897139089,14.7847717159058,0.000120504710620111,0.00418569423419241,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Depleted on silk
ASV000911,-2.22212590121008,7.41940035038976,4.18862267144365,0.0406961478395929,0.272142544710892,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella_tricincta,Not significant
ASV000922,-3.77531398948539,7.71042177590584,4.41072864663851,0.0357135833453088,0.254861714271344,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS11,,,,Not significant
ASV000938,-4.04361910760117,7.79391412717233,5.97251789579783,0.0145305186619284,0.140917052778359,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,,,Not significant
ASV000985,-4.90718776448319,8.12537231810918,4.4576832235014,0.0347445907075449,0.250043523823431,Fungi,Ascomycota,Eurotiomycetes,,,,,Not significant
ASV000997,3.85391537519343,7.7493544301326,0.985568666304341,0.32082784831239,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Not significant
ASV001015,-4.61416140636771,7.98191927668958,3.50845235326211,0.0610564664296659,0.350482650466413,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Kernia,,Not significant
ASV001082,-1.65028655181387,7.31597741846518,3.10360325243046,0.0781192128281897,0.405093090039286,Fungi,Ascomycota,,,,,,Not significant
ASV001154,-4.00808568916073,7.79859694321831,0.907808008854462,0.340696688168053,0.784042842117005,Fungi,,,,,,,Not significant
ASV001280,4.54264302965914,7.92171512900855,1.43042136097452,0.231695684467954,0.680493623752299,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Not significant
ASV001433,2.39098084429535,7.39710743362548,3.33419372003487,0.0678536556415595,0.370150390711328,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,,,Not significant
ASV000731,-2.64577317732346,7.65145348141834,1.15286813768868,0.282949551889605,0.765628199230696,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_alpina,Not significant
ASV000883,-1.08570024860583,7.28892955585906,2.32884143937797,0.12699636544579,0.53942683641819,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,,,,Not significant
ASV000903,3.82081743210426,7.7384557115394,1.19402875983558,0.274518411437195,0.752990066504601,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Eichleriella,,Not significant
ASV001006,4.20122434063677,7.86317185530941,1.26553401441703,0.260606170722622,0.725943866726517,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,Not significant
ASV001025,-3.34055218308988,7.57312220183267,6.20004824857561,0.0127746830422164,0.130299344157633,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Not significant
ASV001048,4.20085367701903,7.86317185530941,1.06448336445565,0.302194856273582,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_anisopliae,Not significant
ASV001123,4.20085968240897,7.86317185530941,1.06781689033263,0.301439079687008,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_anisopliae,Not significant
ASV001240,-1.85839406681078,7.4047577092951,0.622949643215948,0.429953287494292,0.784042842117005,Fungi,,,,,,,Not significant
ASV001362,4.54846357762476,7.96012246557476,1.78480661353144,0.181560207964608,0.588040863854925,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_macrocarpum,Not significant
ASV001430,4.53449572272174,7.91842958256549,1.3809356463507,0.239941837022321,0.693293622147209,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,Metacordyceps_chlamydosporia,Not significant
ASV000871,-4.11069374101059,7.90592045150774,6.03519234293045,0.0140234227959284,0.139171227980584,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_furcatum,Not significant
ASV000937,-1.17305572704579,7.64574413342713,0.0838878767055533,0.772096223073757,0.807773592915535,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pseudaleuria,,Not significant
ASV000963,-1.97818578153267,7.36095348692252,5.20525494866063,0.0225187122196835,0.186052661154861,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,,,Not significant
ASV000971,-3.82855024477982,7.72362286291362,4.63883423224817,0.0312562277720581,0.234830108106731,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV001020,-1.28616376525422,7.29729062471827,3.01191732313037,0.0826544701737331,0.420561758552149,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_fam_Incertae_sedis,Lopharia,Lopharia_cinerascens,Not significant
ASV001022,-4.2457915599415,7.84029211260532,5.92342664703444,0.0149408733530412,0.142788630225037,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus,Gymnoascus_reessii,Not significant
ASV001061,-3.13470221822126,7.5736868198064,3.41488003203821,0.0646111097134786,0.359372904354054,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,,Not significant
ASV001072,-2.63826720391462,7.46988977077415,4.87821897379054,0.0271976686558991,0.212829572654438,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,,,Not significant
ASV001074,4.16542906587739,7.84999318668208,1.03139800183123,0.309830543301684,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_asperellum,Not significant
ASV001087,-4.24593572282549,7.85563568013718,2.44943938742679,0.11756685026186,0.525287682276384,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV001145,-1.9519535416809,7.4208819324287,2.3030296934239,0.129121921174474,0.544256027229007,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,,Not significant
ASV001178,4.16544005525574,7.84999318668208,1.0373651974641,0.308435049979267,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani,Not significant
ASV001261,3.97462163413887,7.75434220903551,2.51499102335735,0.112768275457682,0.518632981032107,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV000852,-4.47953844936619,8.06700827326133,5.19761887966462,0.0226178504041797,0.186088146774804,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,,Not significant
ASV000872,-2.47549883022498,7.44617354121107,5.03018356708936,0.0249092581728263,0.198634177620112,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV000917,-1.88082008937436,7.53645363276804,0.59181337513068,0.441718753281883,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Not significant
ASV000953,4.26720061168859,7.88505832622432,1.12516141613662,0.288809775833363,0.774162762857759,Fungi,Ascomycota,Sordariomycetes,Microascales,,,,Not significant
ASV000976,-4.44145572046214,7.95001020111047,1.62507168896496,0.202386060569768,0.632619054342968,Fungi,,,,,,,Not significant
ASV000977,4.26719822634047,7.88505832622432,1.12339011651551,0.289189643529802,0.774162762857759,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,,Not significant
ASV000980,1.56752930314379,7.35387484381247,4.02619117252598,0.0447989735690866,0.28772774722485,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,,,Not significant
ASV000991,-4.38469493573331,7.90631865033255,5.91570967982409,0.0150064567937,0.142788630225037,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,,Not significant
ASV000994,-3.03917853115172,7.55819340014324,6.52882686706556,0.0106139937334952,0.116925678539863,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Chrysosporium,Chrysosporium_pseudomerdarium,Not significant
ASV001026,-4.36587049194424,7.91080393391785,1.55361640646935,0.212602354451977,0.651980553652729,Fungi,,,,,,,Not significant
ASV001029,-3.57161017662067,7.68302032048777,6.13167659285747,0.0132780896491303,0.133723719424969,Fungi,Ascomycota,,,,,,Not significant
ASV001055,-2.1860770493238,7.44910801850167,1.410704062004,0.23493955011384,0.684444363305959,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,,Not significant
ASV001080,-1.12907476488546,7.45251228360973,0.228746803442712,0.632454615694413,0.784042842117005,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_macrocarpum,Not significant
ASV001152,-4.54774886650357,7.97489211264748,2.04153655412493,0.153054973433161,0.570475829624786,Fungi,,,,,,,Not significant
ASV001182,-4.40852575345008,7.90411565467109,2.73189647146761,0.0983624206040129,0.480381176091908,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV001196,4.56252175863591,7.97914035493541,2.09586938973987,0.147697674822518,0.569810314839043,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,,,Not significant
ASV001251,-4.41813162952788,7.93244309549593,1.45394707286568,0.227895665760336,0.676335524191964,Fungi,Glomeromycota,Paraglomeromycetes,,,,,Not significant
ASV001404,4.5358341163559,7.91951253417897,1.40196025473772,0.236395635698813,0.686540438253431,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,Metacordyceps_chlamydosporia,Not significant
ASV001443,4.30953377752495,7.9003885689605,1.20023875082321,0.27327396492032,0.750786583203204,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,,Not significant
ASV001556,2.77197811865013,7.6123796078573,0.664172817867346,0.415090635499146,0.784042842117005,Fungi,,,,,,,Not significant
ASV001827,4.5287128823033,7.95262044961394,1.79449892954887,0.180378972766761,0.587138606735692,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,,Not significant
ASV000927,-4.88268481853254,8.11385399966784,3.89850303936789,0.0483291522223283,0.302412562802952,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV000934,-2.63124124374173,7.48268439747413,3.50064717512433,0.0613448522865324,0.350832180993031,Fungi,Ascomycota,,,,,,Not significant
ASV000958,-1.92516453800628,7.56532356921913,1.90976330019723,0.166989554024458,0.576916023240698,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Not significant
ASV000973,1.6906202165251,7.34907492393151,2.3491853572032,0.125348497150816,0.536038045604746,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,,,Not significant
ASV000983,4.23027201127213,7.8707552769023,1.45792333286026,0.227260829426689,0.675629574994278,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,Not significant
ASV001047,-3.61898222837585,7.66224443196996,5.58906391734138,0.0180729518982126,0.162322765861519,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Nigrograna,,Not significant
ASV001051,-3.85196375315972,7.80532013752663,4.35307851044219,0.0369421110922865,0.259280301356996,Fungi,Basidiomycota,,,,,,Not significant
ASV001096,-4.03127534306663,7.80218753888238,2.81259681382534,0.0935268690359171,0.467941109666796,Fungi,Glomeromycota,Paraglomeromycetes,,,,,Not significant
ASV001147,-3.72405289553902,7.68536029826224,9.30393048509255,0.00228662754729427,0.038724776970098,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Depleted on silk
ASV001151,4.23863337985916,7.92869584877154,5.38385101606115,0.0203239677039327,0.177391759138941,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Paraboeremia,Paraboeremia_selaginellae,Not significant
ASV001608,4.41223879438867,7.90409754049083,1.59259198153242,0.206956202539309,0.643525483544607,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Irpex,,Not significant
ASV000873,4.19176032372361,7.8563061687501,1.37699672369392,0.240613377648147,0.693520692222093,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,,Not significant
ASV000901,-2.1856882073332,7.500771621021,0.498422694542808,0.480193997558049,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV000936,-3.25116688119915,7.55663918977727,2.32285588304047,0.127485775214912,0.539753207501941,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Not significant
ASV000989,-3.92238644699236,7.76314667364951,4.1011268809049,0.0428546415505163,0.280533076611457,Fungi,Ascomycota,,,,,,Not significant
ASV001007,4.19126998414353,7.8563061687501,1.04192565538429,0.307374037980561,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_microspora,Not significant
ASV001049,-3.85845118602151,7.7465698353949,2.41019626528365,0.120547251708972,0.529109455551161,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,,,Not significant
ASV001065,-3.95901621591788,7.77923901629827,0.90717566570905,0.340864909931403,0.784042842117005,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,,Not significant
ASV001155,-4.11767564349659,7.87049223861415,9.89083064057722,0.00166104373192171,0.031066993755283,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Depleted on silk
ASV001215,3.14262822371462,7.64509387544563,0.88157558802556,0.347770501472034,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV001217,4.56040057509938,7.96704256906497,2.0458985865317,0.15261684532661,0.570475829624786,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV001271,-3.78454368119915,7.76462267940854,6.27030910643251,0.0122777722436739,0.127808980787357,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV001281,3.67613517629849,7.69397025353443,1.0350395396492,0.308977956734423,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_penicillioides,Not significant
ASV001309,3.67613029436068,7.69397025353443,1.0338787914368,0.309249389014382,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV001431,4.74942615844035,8.06618640556585,7.28083139616866,0.00696942720428892,0.0865836868737208,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_penicillioides,Not significant
ASV001563,4.56678319580523,7.93334366827661,1.52140692409361,0.217406707792489,0.662589400467103,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV000766,4.15173055290427,7.84170794253509,0.985629983104975,0.320812795446945,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Waitea,Waitea_circinata,Not significant
ASV000809,4.15173215485134,7.84170794253509,0.986746353316499,0.320538896472488,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV000815,-1.02461111204816,7.27380958100013,2.05773351730883,0.151435268174459,0.570475829624786,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV000817,-2.85262763536982,7.55990642583507,0.912223036296081,0.33952526903168,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,,Not significant
ASV000916,-3.13595649987671,7.60318204401409,6.32497147567129,0.011904940217919,0.12624428816759,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,,Not significant
ASV000924,0.181957510382738,7.553883861096,0.00224749203346652,0.962188275279169,0.965592243234167,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,,,Not significant
ASV000933,-3.9200194985584,7.76614815492568,0.938324936522298,0.332708997737267,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,,Not significant
ASV000998,3.63770486553608,7.68261855036055,1.02448392992883,0.311457764438387,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypella,,Not significant
ASV001008,-4.5750462820304,7.96626275097339,3.26240141069142,0.0708852475676112,0.380940535654398,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Fibulochlamys,Fibulochlamys_chilensis,Not significant
ASV001062,-3.70224985544272,7.68495738954243,3.95253533102777,0.0468008059971138,0.296666561665131,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,,Not significant
ASV001085,-3.1827575337567,7.62545313259523,2.25941335970349,0.132804360882006,0.552647976090889,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Farlowiella,Farlowiella_carmichaeliana,Not significant
ASV001090,-1.61142705993002,7.82208671007814,0.123637537535993,0.725122290143498,0.789298673554067,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,,Not significant
ASV001125,3.63429091908071,7.64896149885661,2.46760881141167,0.11621460423239,0.521204891708901,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,,Not significant
ASV001210,-0.154504189955981,7.35365743334617,0.0107021661963804,0.917604819239168,0.925763723974549,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,,Not significant
ASV001302,-4.49873829417296,7.9686232775857,1.91902250185732,0.165964459189958,0.576916023240698,Fungi,Ascomycota,,,,,,Not significant
ASV001356,4.55995227295335,7.9306798982539,1.4888832646666,0.222389808492067,0.66745329024442,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,Metacordyceps_chlamydosporia,Not significant
ASV001401,4.58394004567654,7.94109680609593,1.58484431139381,0.208064287176895,0.644829614955954,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Not significant
ASV001716,4.56494326830576,7.96968197961479,1.96382743689661,0.161104571835188,0.575589062630088,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,,Not significant
ASV001777,4.57486518327601,7.97408774608032,2.03010471570412,0.154209981861254,0.570475829624786,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,,Not significant
ASV000947,-4.11856086289031,7.82554518452606,9.01004614018103,0.0026849964098348,0.0437307549238166,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Depleted on silk
ASV000949,-3.66738510891647,7.69053816004312,0.992911227491529,0.319031884519338,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Pseudaegerita,,Not significant
